1,85967,"2014-01-01 00:14:00"
2,108094,"2014-01-01 00:26:00"
3,22859,"2014-01-01 00:35:00"
4,18493,"2014-01-01 00:45:00"
5,6912,"2014-01-01 00:48:00"
6,122628,"2014-01-01 00:55:00"
7,29129,"2014-01-01 01:04:00"
8,92719,"2014-01-01 01:13:00"
9,113597,"2014-01-01 01:17:00"
10,111531,"2014-01-01 01:28:00"
11,99817,"2014-01-01 01:52:00"
12,42872,"2014-01-01 01:55:00"
13,56738,"2014-01-01 02:04:00"
14,44278,"2014-01-01 02:10:00"
15,105213,"2014-01-01 02:13:00"
16,133855,"2014-01-01 02:19:00"
17,112764,"2014-01-01 02:43:00"
18,138120,"2014-01-01 02:48:00"
19,97149,"2014-01-01 02:54:00"
20,16216,"2014-01-01 02:58:00"
21,103038,"2014-01-01 03:00:00"
22,117375,"2014-01-01 03:03:00"
23,126550,"2014-01-01 03:11:00"
24,102750,"2014-01-01 03:29:00"
25,89120,"2014-01-01 03:45:00"
26,102166,"2014-01-01 03:50:00"
27,28596,"2014-01-01 03:51:00"
28,78760,"2014-01-01 04:08:00"
29,110685,"2014-01-01 04:21:00"
30,128091,"2014-01-01 04:25:00"
31,101736,"2014-01-01 04:28:00"
32,117163,"2014-01-01 04:45:00"
33,70114,"2014-01-01 05:02:00"
34,16462,"2014-01-01 05:12:00"
35,7101,"2014-01-01 05:52:00"
36,130057,"2014-01-01 06:13:00"
37,94843,"2014-01-01 06:53:00"
38,50004,"2014-01-01 07:35:00"
39,42124,"2014-01-01 07:44:00"
40,42010,"2014-01-01 07:51:00"
41,53821,"2014-01-01 08:00:00"
42,52325,"2014-01-01 08:06:00"
43,109180,"2014-01-01 08:07:00"
44,94541,"2014-01-01 08:09:00"
45,50604,"2014-01-01 08:10:00"
46,7639,"2014-01-01 08:35:00"
47,49444,"2014-01-01 08:40:00"
48,14418,"2014-01-01 08:50:00"
49,62438,"2014-01-01 08:50:00"
50,122489,"2014-01-01 08:51:00"
51,137225,"2014-01-01 08:56:00"
52,12313,"2014-01-01 09:42:00"
53,25364,"2014-01-01 09:50:00"
54,44171,"2014-01-01 09:53:00"
55,89747,"2014-01-01 09:58:00"
56,16661,"2014-01-01 10:03:00"
57,60094,"2014-01-01 10:09:00"
58,50025,"2014-01-01 10:09:00"
59,21826,"2014-01-01 10:10:00"
60,106954,"2014-01-01 10:12:00"
61,68624,"2014-01-01 10:14:00"
62,43892,"2014-01-01 10:18:00"
63,24708,"2014-01-01 10:26:00"
64,98560,"2014-01-01 10:27:00"
65,18039,"2014-01-01 10:48:00"
66,123252,"2014-01-01 10:53:00"
67,6000,"2014-01-01 11:25:00"
68,72743,"2014-01-01 11:43:00"
69,107770,"2014-01-01 12:05:00"
70,67779,"2014-01-01 12:10:00"
71,47550,"2014-01-01 12:17:00"
72,4997,"2014-01-01 12:21:00"
73,73319,"2014-01-01 12:23:00"
74,71303,"2014-01-01 12:29:00"
75,19657,"2014-01-01 12:36:00"
76,3827,"2014-01-01 12:41:00"
77,114177,"2014-01-01 12:45:00"
78,136965,"2014-01-01 12:57:00"
79,28957,"2014-01-01 12:57:00"
80,88266,"2014-01-01 13:19:00"
81,22272,"2014-01-01 13:29:00"
82,39451,"2014-01-01 13:31:00"
83,27650,"2014-01-01 13:52:00"
84,28878,"2014-01-01 14:01:00"
85,81235,"2014-01-01 14:01:00"
86,123846,"2014-01-01 14:06:00"
87,31822,"2014-01-01 14:15:00"
88,99607,"2014-01-01 14:24:00"
89,2044,"2014-01-01 14:37:00"
90,49825,"2014-01-01 14:44:00"
91,105960,"2014-01-01 14:51:00"
92,22791,"2014-01-01 15:02:00"
93,33693,"2014-01-01 15:13:00"
94,112228,"2014-01-01 15:18:00"
95,66495,"2014-01-01 15:37:00"
96,6503,"2014-01-01 15:46:00"
97,119979,"2014-01-01 15:52:00"
98,84879,"2014-01-01 15:57:00"
99,14394,"2014-01-01 16:05:00"
100,74838,"2014-01-01 16:09:00"
101,91308,"2014-01-01 16:20:00"
102,93619,"2014-01-01 16:35:00"
103,112618,"2014-01-01 16:47:00"
104,137305,"2014-01-01 16:52:00"
105,41089,"2014-01-01 17:00:00"
106,83863,"2014-01-01 17:02:00"
107,77413,"2014-01-01 17:29:00"
108,15919,"2014-01-01 17:37:00"
109,10725,"2014-01-01 17:49:00"
110,125789,"2014-01-01 17:59:00"
111,6433,"2014-01-01 18:15:00"
112,12943,"2014-01-01 18:27:00"
113,111099,"2014-01-01 18:29:00"
114,67635,"2014-01-01 18:34:00"
115,66620,"2014-01-01 18:38:00"
116,12040,"2014-01-01 18:40:00"
117,1402,"2014-01-01 18:41:00"
118,10625,"2014-01-01 18:45:00"
119,94574,"2014-01-01 19:05:00"
120,103491,"2014-01-01 19:08:00"
121,5364,"2014-01-01 19:09:00"
122,50090,"2014-01-01 19:30:00"
123,83033,"2014-01-01 19:38:00"
124,39961,"2014-01-01 19:42:00"
125,96684,"2014-01-01 19:44:00"
126,50546,"2014-01-01 19:48:00"
127,34917,"2014-01-01 20:06:00"
128,117295,"2014-01-01 20:08:00"
